Postcode,predicted_clv_3y,allocated_marketing_budget,municipality,id,postal_code,total_population,male,female,age_0_15,age_15_25,age_25_45,age_45_65,age_65_plus,dutch_background,western_migration_background,non_western_migration_background,total_households,single_person_households,multi_person_no_children,single_parent_households,two_parent_households,household_size,total_housing_stock,built_before_1945,built_1945_1965,built_1965_1975,built_1975_1985,built_1985_1995,built_1995_2005,built_2005_2015,built_2015_later,multi_family_dwelling,owner_occupied,rental,housing_corporation_rental,not_occupied,woz_property_value,benefits_under_retirement_age,extra_metric_1,extra_metric_2,ppi_level,cbs_new_ppi
3162,105648.0,5374.0,Albrandswaard,933.0,3162.0,7425.0,0.5023569023569023,0.4983164983164983,0.23703703703703705,0.12053872053872054,0.2404040404040404,0.2983164983164983,0.10437710437710437,0.9959595959595959,0.0013468013468013469,0.0026936026936026937,0.3622895622895623,0.20074349442379183,0.241635687732342,0.07992565055762081,0.4758364312267658,2.7,2690.0,0.0,0.0,0.0,0.0,0.0,0.5278810408921933,0.4591078066914498,0.011152416356877323,0.24721189591078066,80.0,20.0,0.22304832713754646,0.020446096654275093,335.0,0.04781144781144781,0.1503030303030303,0.00040404040404040404,4.0,1.2502102771100863
3171,105412.0,5362.0,Albrandswaard,935.0,3171.0,5965.0,0.48281642917015927,0.5171835708298408,0.15758591785414922,0.12321877619446772,0.19195305951383068,0.32103939647946356,0.20620284995808885,0.9966471081307627,0.0016764459346186086,0.0016764459346186086,0.4124056999161777,0.258130081300813,0.32113821138211385,0.09552845528455285,0.3252032520325203,2.4,2540.0,0.0610236220472441,0.18110236220472442,0.1062992125984252,0.14173228346456693,0.37598425196850394,0.051181102362204724,0.08070866141732283,0.003937007874015748,0.1279527559055118,60.0,40.0,0.3799212598425197,0.03937007874015748,275.0,0.05699916177703269,0.1991617770326907,0.0005029337803855825,1.0,1.0627568777189698
3136,101668.0,5172.0,Vlaardingen,920.0,3136.0,10760.0,0.45353159851301117,0.5464684014869888,0.14451672862453532,0.09200743494423792,0.2100371747211896,0.2216542750929368,0.3313197026022305,0.9972118959107806,0.0009293680297397769,0.0018587360594795538,0.4795539033457249,0.437015503875969,0.2771317829457364,0.09108527131782945,0.19089147286821706,2.0,5590.0,0.0,0.04830053667262969,0.8121645796064401,0.0,0.0,0.01520572450805009,0.04293381037567084,0.08139534883720931,0.7352415026833632,30.0,70.0,0.5894454382826476,0.06708407871198568,201.0,0.09154275092936803,0.2867100371747212,9.29368029739777e-05,2.0,0.3303225750982821
3262,101238.0,5150.0,Hoeksche Waard,990.0,3262.0,9420.0,0.4846072186836518,0.5159235668789809,0.1740976645435244,0.11464968152866242,0.2213375796178344,0.26008492569002123,0.22983014861995754,0.9989384288747346,0.0010615711252653928,0.0,0.42197452229299365,0.32452830188679244,0.3069182389937107,0.07421383647798742,0.2930817610062893,2.3,4095.0,0.18925518925518925,0.07448107448107448,0.32234432234432236,0.25518925518925517,0.047619047619047616,0.031746031746031744,0.02442002442002442,0.05372405372405373,0.21123321123321123,60.0,40.0,0.304029304029304,0.03785103785103785,254.0,0.04777070063694268,0.17717622080679404,0.00021231422505307856,1.0,1.0278540141229466
3131,100346.0,5105.0,Vlaardingen,915.0,3131.0,15360.0,0.4905598958333333,0.5094401041666666,0.15690104166666666,0.11067708333333333,0.2962239583333333,0.2711588541666667,0.1650390625,0.998046875,0.0006510416666666666,0.0013020833333333333,0.5016276041666666,0.4445165476963011,0.2426995457495133,0.11096690460739779,0.19662556781310836,2.0,7855.0,0.37937619350732016,0.36537237428389563,0.020369191597708464,0.04455760661998727,0.08784213876511776,0.05728835136855506,0.026098026734563972,0.019096117122851686,0.67982176957352,50.0,50.0,0.35646085295989816,0.06365372374283895,176.0,0.09342447916666667,0.22962239583333333,6.510416666666667e-05,2.0,0.4374146799325077
3201,100070.0,5091.0,Nissewaard,948.0,3201.0,13735.0,0.47834000728066983,0.521295959228249,0.15507826720058246,0.0939206406989443,0.2715689843465599,0.2530032763014197,0.22642883145249362,0.9978157990535129,0.0007280669821623589,0.0014561339643247178,0.482708409173644,0.4132730015082956,0.27601809954751133,0.10105580693815988,0.2066365007541478,2.0,6650.0,0.02180451127819549,0.06842105263157895,0.0443609022556391,0.37819548872180453,0.13383458646616542,0.11503759398496241,0.18646616541353384,0.05112781954887218,0.5639097744360902,40.0,60.0,0.48796992481203005,0.02706766917293233,194.0,0.10775391336002912,0.19839825263924282,7.28066982162359e-05,2.0,0.3999589175471824
3117,98413.0,5006.0,Schiedam,907.0,3117.0,9240.0,0.5108225108225108,0.48917748917748916,0.15638528138528138,0.11525974025974026,0.31222943722943725,0.262987012987013,0.15313852813852813,0.9956709956709957,0.0021645021645021645,0.0021645021645021645,0.47943722943722944,0.4525959367945824,0.21557562076749437,0.09593679458239278,0.2291196388261851,2.0,4530.0,0.7108167770419426,0.0728476821192053,0.0,0.056291390728476824,0.0728476821192053,0.03090507726269316,0.04525386313465784,0.011037527593818985,0.7196467991169978,50.0,50.0,0.15783664459161148,0.11479028697571744,174.0,0.07738095238095238,0.4075757575757576,0.00010822510822510823,2.0,0.4194517107728279
3083,98159.0,4993.0,Rotterdam,894.0,3083.0,13900.0,0.5330935251798561,0.46690647482014386,0.15323741007194244,0.1302158273381295,0.4025179856115108,0.2197841726618705,0.09388489208633094,0.9949640287769784,0.002158273381294964,0.0028776978417266188,0.5633093525179856,0.5542784163473818,0.18199233716475097,0.1053639846743295,0.14367816091954022,1.8,7345.0,0.39823008849557523,0.39006126616746084,0.0068073519400953025,0.05309734513274336,0.10211027910142954,0.03880190605854323,0.011572498298162015,0.0,0.9693669162695712,40.0,60.0,0.19264805990469708,0.06603131381892444,121.0,0.11151079136690648,0.3713669064748201,7.194244604316547e-05,3.0,0.25481257022420367
3076,97602.0,4965.0,Rotterdam,888.0,3076.0,14240.0,0.49683988764044945,0.5028089887640449,0.1857443820224719,0.11938202247191011,0.2952949438202247,0.23560393258426968,0.16362359550561797,0.9957865168539326,0.0007022471910112359,0.0035112359550561797,0.49683988764044945,0.48056537102473496,0.1823321554770318,0.1413427561837456,0.18515901060070672,2.0,6980.0,0.020773638968481375,0.6017191977077364,0.14326647564469913,0.07879656160458452,0.02650429799426934,0.06017191977077364,0.06160458452722063,0.0071633237822349575,0.7356733524355301,30.0,70.0,0.5093123209169055,0.04871060171919771,155.0,0.1404494382022472,0.1821629213483146,7.02247191011236e-05,2.0,0.21846065900322864
3263,95114.0,4839.0,Hoeksche Waard,991.0,3263.0,4745.0,0.5036880927291886,0.49736564805057953,0.15700737618545837,0.1327713382507903,0.21180189673340358,0.3361433087460485,0.16332982086406744,0.9978925184404637,0.002107481559536354,0.0,0.40042149631190727,0.21052631578947367,0.35,0.07631578947368421,0.3605263157894737,2.5,1895.0,0.0,0.0,0.0,0.43535620052770446,0.5408970976253298,0.021108179419525065,0.002638522427440633,0.0,0.11081794195250659,80.0,20.0,0.20580474934036938,0.0079155672823219,262.0,0.051633298208640675,0.2600632244467861,0.0006322444678609062,4.0,1.2213765081880583
